Unnamed: 0,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote,whitepaper_link,og_whitepaper_link,combined_links
13,1975,Chainlink,LINK,chainlink,1792,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,587099970.4527867,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x514910771af9ca656af840dff83e8264ecf986ca'}",14,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 15.85609626263386, 'volume_24h': 331334007.354253, 'volume_change_24h': -40.1967, 'percent_change_1h': -0.28679051, 'percent_change_24h': -2.39759579, 'percent_change_7d': -14.39408253, 'percent_change_30d': 11.61861198, 'percent_change_60d': -9.42717389, 'percent_change_90d': -20.00074684, 'market_cap': 9309113647.288881, 'market_cap_dominance': 0.3664, 'fully_diluted_market_cap': 15856096262.63, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/387/chainlink-whitepaper,https://chain.link/whitepaper,https://whitepaper.io/document/387/chainlink-whitepaper
14,1831,Bitcoin Cash,BCH,bitcoin-cash,895,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19716637.5,19716637.5,False,,15,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 471.4391859333397, 'volume_24h': 316253355.2137168, 'volume_change_24h': -38.8974, 'percent_change_1h': -0.04654628, 'percent_change_24h': -1.44434092, 'percent_change_7d': 2.35314427, 'percent_change_30d': 5.2837427, 'percent_change_60d': -29.735629, 'percent_change_90d': 10.56951277, 'market_cap': 9295195532.342758, 'market_cap_dominance': 0.3658, 'fully_diluted_market_cap': 9900222904.6, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,,
15,6636,Polkadot,DOT,polkadot-new,783,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,16,1454688888.875316,9338247962.874489,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 6.419412449141823, 'volume_24h': 219916753.26052645, 'volume_change_24h': -33.511, 'percent_change_1h': -0.76457972, 'percent_change_24h': -1.97164183, 'percent_change_7d': -9.10912152, 'percent_change_30d': -8.2874983, 'percent_change_60d': -27.1574123, 'percent_change_90d': -37.47402943, 'market_cap': 9230816158.61093, 'market_cap_dominance': 0.3633, 'fully_diluted_market_cap': 9230816158.61, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://polkadot.network/whitepaper/,https://polkadot.network/whitepaper/
16,6535,NEAR Protocol,NEAR,near-protocol,420,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1083472685.0,1194656594.0,False,,17,,,,2024-06-08T19:21:00.000Z,"{'USD': {'price': 6.58775667841163, 'volume_24h': 267374172.4931985, 'volume_change_24h': -42.1613, 'percent_change_1h': -0.41390063, 'percent_change_24h': -1.5624407, 'percent_change_7d': -10.59790085, 'percent_change_30d': -8.24661351, 'percent_change_60d': -9.48805843, 'percent_change_90d': 10.53080374, 'market_cap': 7137654416.48533, 'market_cap_dominance': 0.2809, 'fully_diluted_market_cap': 7870106955.53, 'tvl': None, 'last_updated': '2024-06-08T19:21:00.000Z'}}",,https://near.org/papers/the-official-near-white-paper,https://near.org/papers/the-official-near-white-paper
17,3890,Polygon,MATIC,polygon,1401,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",,9897467192.221312,10000000000.0,False,,18,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 0.6516599722038291, 'volume_24h': 290396472.8384533, 'volume_change_24h': -43.6296, 'percent_change_1h': -0.00394619, 'percent_change_24h': -1.38981901, 'percent_change_7d': -5.91361654, 'percent_change_30d': -5.48173955, 'percent_change_60d': -27.82167375, 'percent_change_90d': -46.46300726, 'market_cap': 6449783195.371251, 'market_cap_dominance': 0.2539, 'fully_diluted_market_cap': 6516599722.04, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/646/polygon-whitepaper,https://github.com/maticnetwork/whitepaper/,https://whitepaper.io/document/646/polygon-whitepaper
18,7083,Uniswap,UNI,uniswap,1041,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem', 'cmc-crypto-awards-2024']",,599957294.71,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1f9840a85d5af5bf1d1762f925bdaddc4201f984'}",19,,,1.15519555,2024-06-08T19:20:00.000Z,"{'USD': {'price': 10.015687514950443, 'volume_24h': 203204795.40931734, 'volume_change_24h': -20.7152, 'percent_change_1h': -0.52345459, 'percent_change_24h': 2.3433389, 'percent_change_7d': 1.38920313, 'percent_change_30d': 35.26775449, 'percent_change_60d': -10.31675869, 'percent_change_90d': -28.61029641, 'market_cap': 6008984786.130391, 'market_cap_dominance': 0.2365, 'fully_diluted_market_cap': 10015687514.95, 'tvl': 5201703562.71899, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/708/uniswap-whitepaper,,https://whitepaper.io/document/708/uniswap-whitepaper
19,2,Litecoin,LTC,litecoin,1201,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74620112.3575049,84000000.0,False,,20,,,,2024-06-08T19:21:00.000Z,"{'USD': {'price': 79.78064503492443, 'volume_24h': 316641038.8625088, 'volume_change_24h': -43.5272, 'percent_change_1h': -0.16074507, 'percent_change_24h': 1.07239609, 'percent_change_7d': -4.11152767, 'percent_change_30d': -3.15450416, 'percent_change_60d': -18.66665646, 'percent_change_90d': -9.6655758, 'market_cap': 5953240696.460277, 'market_cap_dominance': 0.2343, 'fully_diluted_market_cap': 6701574182.93, 'tvl': None, 'last_updated': '2024-06-08T19:21:00.000Z'}}",https://whitepaper.io/document/683/litecoin-whitepaper,,https://whitepaper.io/document/683/litecoin-whitepaper
20,3957,UNUS SED LEO,LEO,unus-sed-leo,46,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,926251116.9,985239504.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3'}",21,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 5.804701409967816, 'volume_24h': 1403506.54582967, 'volume_change_24h': -53.9796, 'percent_change_1h': -0.30689707, 'percent_change_24h': -3.69462641, 'percent_change_7d': -2.07356206, 'percent_change_30d': 0.16740842, 'percent_change_60d': -0.14774841, 'percent_change_90d': 2.23086369, 'market_cap': 5376611164.253694, 'market_cap_dominance': 0.2116, 'fully_diluted_market_cap': 5719021138.02, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/609/unus-sed-leo-whitepaper,https://www.bitfinex.com/wp-2019-05.pdf,https://whitepaper.io/document/609/unus-sed-leo-whitepaper
21,4943,Dai,DAI,multi-collateral-dai,3268,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.746408,5347888595.746408,True,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6b175474e89094c44da98b954eedeac495271d0f'}",22,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 0.9999678629821341, 'volume_24h': 382465795.24707717, 'volume_change_24h': 34.3194, 'percent_change_1h': -0.00151236, 'percent_change_24h': 0.03045726, 'percent_change_7d': 0.00428751, 'percent_change_30d': -0.00258537, 'percent_change_60d': -0.00011685, 'percent_change_90d': 0.00206624, 'market_cap': 5347716730.555061, 'market_cap_dominance': 0.2105, 'fully_diluted_market_cap': 5347716730.56, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,,
22,24478,Pepe,PEPE,pepe,391,2023-04-17T06:18:08.000Z,['memes'],420690000000000.0,420689899999994.8,420689899999994.8,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6982508145454ce325ddbe47a25d4ec3d2311933'}",23,420690000000000.0,5254997322.343049,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 1.2491376838867216e-05, 'volume_24h': 1362528506.562974, 'volume_change_24h': -24.446, 'percent_change_1h': 0.14990052, 'percent_change_24h': -1.98147423, 'percent_change_7d': -17.38000963, 'percent_change_30d': 46.74621082, 'percent_change_60d': 78.1649437, 'percent_change_90d': 41.52089682, 'market_cap': 5254996073.2053, 'market_cap_dominance': 0.2068, 'fully_diluted_market_cap': 5254997322.34, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,,
23,8916,Internet Computer,ICP,internet-computer,251,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'collectibles-nfts', 'defi', 'privacy', 'interoperability', 'smart-contracts', 'dao', 'wallet', 'storage', 'polychain-capital-portfolio', 'governance', 'launchpad', 'lending-borowing', 'metaverse', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'internet-computer-ecosystem', 'bitcoin-ecosystem', 'real-world-assets', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'depin']",,464518789.5042151,519143392.6912913,True,"{'id': 8916, 'name': 'ICP', 'symbol': 'ICP', 'slug': 'internet-computer', 'token_address': 'ryjl3-tyaaa-aaaaa-aaaba-cai'}",24,464518789.5042151,5124910689.831364,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 11.032730657249031, 'volume_24h': 92900025.4300259, 'volume_change_24h': -40.176, 'percent_change_1h': -0.14619671, 'percent_change_24h': -4.45395387, 'percent_change_7d': -8.39584474, 'percent_change_30d': -8.34402266, 'percent_change_60d': -32.05936854, 'percent_change_90d': -21.94765428, 'market_cap': 5124910689.831364, 'market_cap_dominance': 0.2017, 'fully_diluted_market_cap': 5727569224.05, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/0/internet-computer-whitepaper,https://internetcomputer.org/whitepaper.pdf,https://whitepaper.io/document/0/internet-computer-whitepaper
24,1321,Ethereum Classic,ETC,ethereum-classic,534,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio']",210700000.0,147435768.36400056,210700000.0,False,,25,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 26.930693840439172, 'volume_24h': 228506725.47816148, 'volume_change_24h': -29.5031, 'percent_change_1h': -0.19787436, 'percent_change_24h': 0.89539881, 'percent_change_7d': -8.63853351, 'percent_change_30d': -2.08734014, 'percent_change_60d': -18.01205306, 'percent_change_90d': -26.11773561, 'market_cap': 3970547538.9408064, 'market_cap_dominance': 0.1563, 'fully_diluted_market_cap': 5674297192.18, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://ethereumclassic.org/knowledge/foundation,https://ethereumclassic.org/knowledge/foundation
25,20396,Kaspa,KAS,kaspa,119,2022-06-01T00:03:58.000Z,"['mineable', 'dag', 'pow', 'store-of-value', 'polychain-capital-portfolio', 'layer-1']",28700000000.0,23869801789.751064,23869801789.751064,False,,26,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 0.15989374542784981, 'volume_24h': 77499036.6747169, 'volume_change_24h': -32.653, 'percent_change_1h': -0.45994182, 'percent_change_24h': -2.70010305, 'percent_change_7d': 15.79107236, 'percent_change_30d': 29.50425932, 'percent_change_60d': 17.09894004, 'percent_change_90d': 7.39929297, 'market_cap': 3816632010.7836905, 'market_cap_dominance': 0.1502, 'fully_diluted_market_cap': 4588950493.78, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/0/kaspa-whitepaper,https://eprint.iacr.org/2018/104.pdf,https://whitepaper.io/document/0/kaspa-whitepaper
26,5690,Render,RNDR,render,414,2020-06-11T00:00:00.000Z,"['art', 'media', 'vr-ar', 'ai-big-data', 'distributed-computing', 'collectibles-nfts', 'scaling', 'video', 'ethereum-ecosystem', 'solana-ecosystem', 'metaverse', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'polygon-ecosystem', 'web3', 'generative-ai', 'depin']",,388646672.4744133,532073612.7544133,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24'}",27,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 9.271880300803513, 'volume_24h': 223024142.2924342, 'volume_change_24h': -33.0035, 'percent_change_1h': 0.27164303, 'percent_change_24h': -1.1210834, 'percent_change_7d': -7.20557052, 'percent_change_30d': -15.03355853, 'percent_change_60d': -1.4707192, 'percent_change_90d': -18.4229924, 'market_cap': 3603485426.488348, 'market_cap_dominance': 0.1418, 'fully_diluted_market_cap': 4933322848.68, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://know.rendernetwork.com/,https://know.rendernetwork.com/
27,21794,Aptos,APT,aptos,386,2022-10-19T01:50:25.000Z,"['binance-labs-portfolio', 'aptos-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'move-vm']",,438020630.21466696,1099901058.164317,True,,28,130000000.0,1061238620.9519362,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 8.163374007322586, 'volume_24h': 130982865.06937432, 'volume_change_24h': -34.9055, 'percent_change_1h': -0.09888889, 'percent_change_24h': -3.49153108, 'percent_change_7d': -9.75467561, 'percent_change_30d': -6.213144, 'percent_change_60d': -37.08731091, 'percent_change_90d': -35.71857511, 'market_cap': 3575726227.3654704, 'market_cap_dominance': 0.1407, 'fully_diluted_market_cap': 8978903708.85, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/0/aptos-whitepaper,https://aptosfoundation.org/whitepaper,https://whitepaper.io/document/0/aptos-whitepaper
28,2280,Filecoin,FIL,filecoin,489,2017-12-13T00:00:00.000Z,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'web3', 'filecoin-ecosystem', 'sec-security-token', 'alleged-sec-securities', 'depin']",,561751095.0,1960252481.0,False,,29,,,,2024-06-08T19:21:00.000Z,"{'USD': {'price': 6.153725263520674, 'volume_24h': 485461205.01337147, 'volume_change_24h': -26.4332, 'percent_change_1h': -0.40808566, 'percent_change_24h': 1.78230759, 'percent_change_7d': 6.74178292, 'percent_change_30d': 5.43777309, 'percent_change_60d': -29.21145148, 'percent_change_90d': -42.02070555, 'market_cap': 3456861905.111902, 'market_cap_dominance': 0.136, 'fully_diluted_market_cap': 12062855215.21, 'tvl': None, 'last_updated': '2024-06-08T19:21:00.000Z'}}",https://whitepaper.io/document/599/filecoin-whitepaper,https://docs.filecoin.io/,https://whitepaper.io/document/599/filecoin-whitepaper
29,26081,First Digital USD,FDUSD,first-digital-usd,308,2023-07-26T04:26:40.000Z,"['stablecoin', 'ethereum-ecosystem', 'binance-smart-chain', 'usd-stablecoin', 'fiat-stablecoin']",,3276711154.6,3276711154.6,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc5f0f7b66764F6ec8C8Dff7BA683102295E16409'}",30,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 1.0007837833668956, 'volume_24h': 4662525986.840885, 'volume_change_24h': -45.232, 'percent_change_1h': 0.03843501, 'percent_change_24h': 0.07687505, 'percent_change_7d': 0.21720841, 'percent_change_30d': 0.0134247, 'percent_change_60d': 0.1488646, 'percent_change_90d': -0.12269841, 'market_cap': 3279279386.3010964, 'market_cap_dominance': 0.1291, 'fully_diluted_market_cap': 3279279386.3, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,,
30,4847,Stacks,STX,stacks,181,2019-10-28T00:00:00.000Z,"['mineable', 'platform', 'collectibles-nfts', 'defi', 'smart-contracts', 'metaverse', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', 'usv-portfolio', 'web3', 'injective-ecosystem', 'bitcoin-ecosystem']",1818000000.0,1466293370.332993,1818000000.0,False,,31,1048765672.087772,2340297702.82286,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 2.231478170108335, 'volume_24h': 194955732.2138396, 'volume_change_24h': -35.4899, 'percent_change_1h': -0.54424533, 'percent_change_24h': 2.03811148, 'percent_change_7d': 21.08989487, 'percent_change_30d': 8.05834311, 'percent_change_60d': -30.24119196, 'percent_change_90d': -25.74715658, 'market_cap': 3272001646.8726506, 'market_cap_dominance': 0.1288, 'fully_diluted_market_cap': 4056827313.26, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://gaia.blockstack.org/hub/1AxyPunHHAHiEffXWESKfbvmBpGQv138Fp/stacks.pdf,https://gaia.blockstack.org/hub/1AxyPunHHAHiEffXWESKfbvmBpGQv138Fp/stacks.pdf
31,4642,Hedera,HBAR,hedera,272,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'layer-1']",50000000000.0,35749981469.73362,50000000000.0,False,,32,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 0.08999208128365381, 'volume_24h': 68671636.7403088, 'volume_change_24h': -37.3611, 'percent_change_1h': -0.78361568, 'percent_change_24h': -3.17039071, 'percent_change_7d': -9.92827779, 'percent_change_30d': -18.17339666, 'percent_change_60d': -14.15502864, 'percent_change_90d': -28.55424219, 'market_cap': 3217215238.3133855, 'market_cap_dominance': 0.1266, 'fully_diluted_market_cap': 4499604064.18, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://www.hedera.com/papers,https://www.hedera.com/papers
32,27075,Mantle,MNT,mantle,74,2023-07-17T11:00:31.000Z,"['ethereum-ecosystem', 'layer-2', 'dwf-labs-portfolio']",6219316795.0,3264441707.8368406,6219316794.99,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3c3a81e81dc49a522a592e7622a7e711c06bf354'}",33,1843669839.0,1739707988.2908027,,2024-06-08T19:21:00.000Z,"{'USD': {'price': 0.9436114598665963, 'volume_24h': 135752511.31076336, 'volume_change_24h': -2.0754, 'percent_change_1h': 0.01260174, 'percent_change_24h': -0.85983736, 'percent_change_7d': -5.30257751, 'percent_change_30d': -8.23667604, 'percent_change_60d': -30.22969296, 'percent_change_90d': -9.14170331, 'market_cap': 3080364605.581326, 'market_cap_dominance': 0.1212, 'fully_diluted_market_cap': 5868618600.3, 'tvl': None, 'last_updated': '2024-06-08T19:21:00.000Z'}}",,https://docs.mantle.xyz/network/introduction/overview,https://docs.mantle.xyz/network/introduction/overview
33,328,Monero,XMR,monero,285,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,18446744.07370955,18446744.07370955,True,,34,,,,2024-06-08T19:21:00.000Z,"{'USD': {'price': 165.72276250345402, 'volume_24h': 62944387.85895737, 'volume_change_24h': -18.2345, 'percent_change_1h': -0.21080272, 'percent_change_24h': 3.46186737, 'percent_change_7d': 12.38630776, 'percent_change_30d': 23.07213122, 'percent_change_60d': 26.67005628, 'percent_change_90d': 12.18038335, 'market_cap': 3057045387.089366, 'market_cap_dominance': 0.1203, 'fully_diluted_market_cap': 3057045387.09, 'tvl': None, 'last_updated': '2024-06-08T19:21:00.000Z'}}",,https://github.com/monero-project/research-lab/blob/master/whitepaper/whitepaper.pdf,https://github.com/monero-project/research-lab/blob/master/whitepaper/whitepaper.pdf
34,3794,Cosmos,ATOM,cosmos,774,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,390930671.0,390930671.0,True,,35,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 7.775607767715808, 'volume_24h': 132807843.89951938, 'volume_change_24h': -36.0582, 'percent_change_1h': -0.78638803, 'percent_change_24h': -2.49212897, 'percent_change_7d': -6.59137588, 'percent_change_30d': -14.39526212, 'percent_change_60d': -28.74981709, 'percent_change_90d': -40.90436562, 'market_cap': 3039723562.0659533, 'market_cap_dominance': 0.1196, 'fully_diluted_market_cap': 3039723562.07, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/582/cosmos-whitepaper,https://cosmos.network/resources/whitepaper,https://whitepaper.io/document/582/cosmos-whitepaper
35,3635,Cronos,CRO,cronos,240,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments', 'injective-ecosystem', 'layer-1']",,26571560696.0,30000000000.0,False,,36,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 0.11227997055919461, 'volume_24h': 10876091.52503157, 'volume_change_24h': -48.0001, 'percent_change_1h': -0.29630494, 'percent_change_24h': -0.25185485, 'percent_change_7d': 0.55387061, 'percent_change_30d': -10.7381788, 'percent_change_60d': -25.14034434, 'percent_change_90d': -32.49612333, 'market_cap': 2983454052.658733, 'market_cap_dominance': 0.1174, 'fully_diluted_market_cap': 3368399116.78, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://whitepaper.cronos.org/,https://whitepaper.cronos.org/
36,10603,Immutable,IMX,immutable-x,289,2021-06-24T00:00:00.000Z,"['collectibles-nfts', 'zero-knowledge-proofs', 'gaming', 'scaling', 'layer-2', 'rollups', 'arrington-xrp-capital-portfolio', 'alameda-research-portfolio']",2000000000.0,1482345419.389814,2000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf57e7e7c23978c3caec3c3548e3d615c346e79ff'}",37,570354831.0,1143989161.3866112,,2024-06-08T19:21:00.000Z,"{'USD': {'price': 2.0057499283049136, 'volume_24h': 56355306.75629325, 'volume_change_24h': -27.1728, 'percent_change_1h': -0.34844155, 'percent_change_24h': -4.28639263, 'percent_change_7d': -9.8873791, 'percent_change_30d': -5.83196566, 'percent_change_60d': -24.06590056, 'percent_change_90d': -40.77456389, 'market_cap': 2973214218.664237, 'market_cap_dominance': 0.117, 'fully_diluted_market_cap': 4011499856.61, 'tvl': None, 'last_updated': '2024-06-08T19:21:00.000Z'}}",,https://support.immutable.com/hc/en-us/articles/4405227590799,https://support.immutable.com/hc/en-us/articles/4405227590799
37,3897,OKB,OKB,okb,124,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'alameda-research-portfolio', 'x1-ecosystem']",,60000000.0,300000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x75231f58b43240c9718dd58b4967c5114342a86c'}",38,246638974.0,11732387127.241743,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 47.569072060937714, 'volume_24h': 6488935.66825654, 'volume_change_24h': -27.8752, 'percent_change_1h': 0.30482626, 'percent_change_24h': -1.50131063, 'percent_change_7d': -1.00662776, 'percent_change_30d': -5.17911481, 'percent_change_60d': -16.31322529, 'percent_change_90d': -30.87944575, 'market_cap': 2854144323.656263, 'market_cap_dominance': 0.1123, 'fully_diluted_market_cap': 14270721618.28, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,,
38,512,Stellar,XLM,stellar,596,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,29063582631.51682,50001786967.39353,False,,39,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 0.09776929753026081, 'volume_24h': 62270055.10015652, 'volume_change_24h': -42.4936, 'percent_change_1h': -0.19067496, 'percent_change_24h': -1.19741435, 'percent_change_7d': -8.10830089, 'percent_change_30d': -8.97689181, 'percent_change_60d': -26.43599919, 'percent_change_90d': -30.42863214, 'market_cap': 2841526057.5960884, 'market_cap_dominance': 0.1118, 'fully_diluted_market_cap': 4888641527.25, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/2/stellar-whitepaper,https://www.stellar.org/papers/stellar-consensus-protocol.pdf,https://whitepaper.io/document/2/stellar-whitepaper
