Unnamed: 0,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote,whitepaper_link,og_whitepaper_link,combined_links
39,11841,Arbitrum,ARB,arbitrum,927,2023-03-23T12:50:11.000Z,"['scaling', 'dao', 'dapp', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'layer-2', 'rollups', 'pantera-capital-portfolio', 'arbitrum-ecosytem', 'modular-blockchain', 'egirl-capital-portfolio']",,2896440329.0,10000000000.0,False,"{'id': 11841, 'name': 'Arbitrum', 'symbol': 'ARB', 'slug': 'arbitrum', 'token_address': '0x912CE59144191C1204E64559FE8253a0e49E6548'}",40,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 0.9698983725914336, 'volume_24h': 343482828.9833923, 'volume_change_24h': -25.0329, 'percent_change_1h': 0.25688865, 'percent_change_24h': 0.58021457, 'percent_change_7d': -13.96030498, 'percent_change_30d': -5.93094404, 'percent_change_60d': -36.04129591, 'percent_change_90d': -52.9207944, 'market_cap': 2809252761.405297, 'market_cap_dominance': 0.1106, 'fully_diluted_market_cap': 9698983725.91, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://github.com/OffchainLabs,https://github.com/OffchainLabs
40,20947,Sui,SUI,sui,266,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2426143880.7088885,10000000000.0,False,"{'id': 20947, 'name': 'Sui Network', 'symbol': 'SUI', 'slug': 'sui', 'token_address': '0x2::sui::SUI'}",41,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 1.1298233669898263, 'volume_24h': 358233284.881886, 'volume_change_24h': 1.8839, 'percent_change_1h': 0.32793971, 'percent_change_24h': 7.54995505, 'percent_change_7d': 10.0528909, 'percent_change_30d': 12.1539502, 'percent_change_60d': -29.35869851, 'percent_change_90d': -27.16686282, 'market_cap': 2741114048.10428, 'market_cap_dominance': 0.1079, 'fully_diluted_market_cap': 11298233669.9, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://docs.sui.io/,https://docs.sui.io/
41,28752,dogwifhat,WIF,dogwifhat,393,2023-12-19T09:08:50.000Z,"['memes', 'solana-ecosystem', 'doggone-doggerel']",,998905914.328067,998905914.328067,False,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm'}",42,,,,2024-06-08T19:21:00.000Z,"{'USD': {'price': 2.742026028160708, 'volume_24h': 574031294.0603744, 'volume_change_24h': -23.7785, 'percent_change_1h': 0.18155019, 'percent_change_24h': -3.4678714, 'percent_change_7d': -18.18032221, 'percent_change_30d': -7.95675626, 'percent_change_60d': -23.18661674, 'percent_change_90d': 22.53310928, 'market_cap': 2739026016.7712297, 'market_cap_dominance': 0.1078, 'fully_diluted_market_cap': 2739026016.77, 'tvl': None, 'last_updated': '2024-06-08T19:21:00.000Z'}}",,,
42,10804,FLOKI,FLOKI,floki-inu,497,2021-07-09T00:00:00.000Z,"['gaming', 'memes', 'metaverse', 'doggone-doggerel', 'play-to-earn', 'bnb-chain', 'dwf-labs-portfolio', 'paal-ecosystem', 'tokenfi-launchpad']",,9558991154466.88,9690644943202.46,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xcf0c122c6b73ff809c693db761e7baebe62b6a2e'}",43,9317621738535.4,2650956079.4416013,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 0.0002845099483356248, 'volume_24h': 542251200.1048598, 'volume_change_24h': -32.5576, 'percent_change_1h': 1.55284636, 'percent_change_24h': 4.30717039, 'percent_change_7d': 11.20386979, 'percent_change_30d': 61.00477402, 'percent_change_60d': 43.71442856, 'percent_change_90d': -2.6334805, 'market_cap': 2719628079.498066, 'market_cap_dominance': 0.107, 'fully_diluted_market_cap': 2757084892.13, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://docs.floki.com/,https://docs.floki.com/
43,7226,Injective,INJ,injective,380,2020-09-29T00:00:00.000Z,"['pos', 'platform', 'cosmos-ecosystem', 'ai-big-data', 'defi', 'smart-contracts', 'cosmos', 'binance-smart-chain', 'binance-launchpad', 'binance-labs-portfolio', 'cms-holdings-portfolio', 'pantera-capital-portfolio', 'web3', 'injective-ecosystem', 'layer-1']",,93400000.0,100000000.0,False,"{'id': 7226, 'name': 'Injective', 'symbol': 'INJ', 'slug': 'injective', 'token_address': 'inj'}",44,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 27.872691321965284, 'volume_24h': 276191477.64135796, 'volume_change_24h': -4.8719, 'percent_change_1h': -1.1208499, 'percent_change_24h': 1.38010408, 'percent_change_7d': 14.04521974, 'percent_change_30d': 17.37014146, 'percent_change_60d': -16.26201476, 'percent_change_90d': -30.29459868, 'market_cap': 2603309369.4715576, 'market_cap_dominance': 0.1025, 'fully_diluted_market_cap': 2787269132.2, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://docs.injectiveprotocol.com/#introduction,https://docs.injectiveprotocol.com/#introduction
44,22974,Bittensor,TAO,bittensor,65,2023-03-06T05:20:00.000Z,"['ai-big-data', 'distributed-computing', 'oracles', 'dao', 'polkadot-ecosystem', 'polychain-capital-portfolio', 'dcg-portfolio', 'open-source', 'generative-ai', 'depin']",21000000.0,6904714.0,6904714.0,False,,45,,,,2024-06-08T19:21:00.000Z,"{'USD': {'price': 369.6391704099988, 'volume_24h': 41443283.36610517, 'volume_change_24h': -47.1799, 'percent_change_1h': -0.59985341, 'percent_change_24h': -4.4487753, 'percent_change_7d': -6.30505232, 'percent_change_30d': -6.3627583, 'percent_change_60d': -36.00978078, 'percent_change_90d': -46.09387175, 'market_cap': 2552252754.8783045, 'market_cap_dominance': 0.1004, 'fully_diluted_market_cap': 7762422578.61, 'tvl': None, 'last_updated': '2024-06-08T19:21:00.000Z'}}",,https://drive.google.com/file/d/1VnsobL6lIAAqcA1_Tbm8AYIQscfJV4KU/view?usp=sharing,https://drive.google.com/file/d/1VnsobL6lIAAqcA1_Tbm8AYIQscfJV4KU/view?usp=sharing
45,6719,The Graph,GRT,the-graph,483,2020-12-17T00:00:00.000Z,"['ai-big-data', 'enterprise-solutions', 'defi', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'analytics', 'coinfund-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'ledgerprime-portfolio', 'multicoin-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'injective-ecosystem']",,9509780356.04968,10798980578.680304,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc944e90c64b2c07662a292be6244bdf05cda44a7'}",46,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 0.26182775889265686, 'volume_24h': 90327174.8040505, 'volume_change_24h': -24.8108, 'percent_change_1h': -0.23687877, 'percent_change_24h': -2.87142521, 'percent_change_7d': -12.87027587, 'percent_change_30d': -8.30166382, 'percent_change_60d': -22.01857478, 'percent_change_90d': -39.92999238, 'market_cap': 2489924478.1858997, 'market_cap_dominance': 0.098, 'fully_diluted_market_cap': 2827472883.24, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://thegraph.com/docs/,https://thegraph.com/docs/
46,5632,Arweave,AR,arweave,144,2020-05-27T00:00:00.000Z,"['distributed-computing', 'filesharing', 'storage', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'web3', 'egirl-capital-portfolio', 'depin']",66000000.0,65652466.0,65652466.0,False,,47,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 37.38390109266435, 'volume_24h': 76712798.87425035, 'volume_change_24h': -27.218, 'percent_change_1h': -0.82314793, 'percent_change_24h': -3.67462089, 'percent_change_7d': -12.6833872, 'percent_change_30d': -8.52702519, 'percent_change_60d': 17.04530957, 'percent_change_90d': -8.56936551, 'market_cap': 2454345295.4335093, 'market_cap_dominance': 0.0966, 'fully_diluted_market_cap': 2467337472.12, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/627/arweave-whitepaper,https://ar-io.net/azo-0qw6bb9u5doGdMR-atcIRV_ylJCV4K4Kwv85GO4,https://whitepaper.io/document/627/arweave-whitepaper
47,11840,Optimism,OP,optimism-ethereum,536,2022-05-31T16:19:46.000Z,"['layer-2', 'optimism-ecosystem', 'modular-blockchain']",4294967296.0,1086889963.0,4294967296.0,False,"{'id': 11840, 'name': 'Optimism', 'symbol': 'OP', 'slug': 'optimism-ethereum', 'token_address': '0x4200000000000000000000000000000000000042'}",48,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 2.1805354089924744, 'volume_24h': 292058265.1073846, 'volume_change_24h': -22.6077, 'percent_change_1h': -0.34146852, 'percent_change_24h': -1.4879216, 'percent_change_7d': -11.64523709, 'percent_change_30d': -17.47584819, 'percent_change_60d': -29.51402469, 'percent_change_90d': -51.68341927, 'market_cap': 2370002050.0000205, 'market_cap_dominance': 0.0933, 'fully_diluted_market_cap': 9365328269.39, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,,
48,3077,VeChain,VET,vechain,288,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio', 'real-world-assets']",86712634466.0,72714516834.0,85985041177.0,False,,49,72714516834.0,2292915604.1041107,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 0.03153312026178499, 'volume_24h': 60869465.72586926, 'volume_change_24h': -29.6926, 'percent_change_1h': -0.35217619, 'percent_change_24h': -3.78300175, 'percent_change_7d': -6.16868901, 'percent_change_30d': -10.40071805, 'percent_change_60d': -27.73562945, 'percent_change_90d': -34.53386499, 'market_cap': 2292915604.1041107, 'market_cap_dominance': 0.0902, 'fully_diluted_market_cap': 2734319930.83, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/578/vechain-whitepaper,https://www.vechain.org/whitepaper/#bit_65sv8,https://whitepaper.io/document/578/vechain-whitepaper
49,1518,Maker,MKR,maker,481,2017-01-29T00:00:00.000Z,"['store-of-value', 'defi', 'dao', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'bnb-chain', 'real-world-assets', 'standard-crypto-portfolio']",1005577.0,927770.0324557,977631.03695089,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2'}",50,,,0.35941347,2024-06-08T19:20:00.000Z,"{'USD': {'price': 2439.33660374658, 'volume_24h': 64727980.5075714, 'volume_change_24h': -35.822, 'percent_change_1h': -0.26204607, 'percent_change_24h': -2.07312033, 'percent_change_7d': -8.89598077, 'percent_change_30d': -10.63925071, 'percent_change_60d': -28.56408163, 'percent_change_90d': -11.30687273, 'market_cap': 2263143400.0283413, 'market_cap_dominance': 0.0891, 'fully_diluted_market_cap': 2452940783.99, 'tvl': 6296768443.32164, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/22/maker-whitepaper,https://makerdao.com/en/whitepaper/#overview-of-the-dai-stablecoin-system,https://whitepaper.io/document/22/maker-whitepaper
50,28850,Notcoin,NOT,notcoin,102,2024-05-09T15:38:45.000Z,"['gaming', 'binance-launchpool', 'play-to-earn', 'web3', 'telegram-bot', 'toncoin-ecosystem']",,102701041213.17345,102701041213.17345,False,"{'id': 11419, 'name': 'TON', 'symbol': 'TON', 'slug': 'toncoin', 'token_address': 'EQAvlWFDxGF2lXm67y4yzC17wYKD9A0guwPkMs1gOsM__NOT'}",51,102701041213.17345,1953285987.9134912,,2024-06-08T19:21:00.000Z,"{'USD': {'price': 0.01901914493601983, 'volume_24h': 929782737.4534087, 'volume_change_24h': -35.5753, 'percent_change_1h': 0.21034385, 'percent_change_24h': 0.68009186, 'percent_change_7d': 22.45362389, 'percent_change_30d': 31.57646708, 'percent_change_60d': 31.57646708, 'percent_change_90d': 31.57646708, 'market_cap': 1953285987.9134912, 'market_cap_dominance': 0.0769, 'fully_diluted_market_cap': 1953285987.91, 'tvl': None, 'last_updated': '2024-06-08T19:21:00.000Z'}}",,https://cdn.joincommunity.xyz/notcoin/Notcoin_Whitepaper.pdf,https://cdn.joincommunity.xyz/notcoin/Notcoin_Whitepaper.pdf
51,3513,Fantom,FTM,fantom,684,2018-10-29T00:00:00.000Z,"['platform', 'enterprise-solutions', 'defi', 'research', 'scaling', 'smart-contracts', 'fantom-ecosystem', 'injective-ecosystem', 'layer-1']",,2803634835.5265927,3175000000.0,False,,52,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 0.6964589785359093, 'volume_24h': 159404812.91281065, 'volume_change_24h': -38.8599, 'percent_change_1h': 0.08825525, 'percent_change_24h': -1.62525421, 'percent_change_7d': -11.00471663, 'percent_change_30d': 1.41316788, 'percent_change_60d': -30.06299997, 'percent_change_90d': -9.24588194, 'market_cap': 1952616653.7385428, 'market_cap_dominance': 0.0768, 'fully_diluted_market_cap': 2211257256.85, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/438/fantom-whitepaper,https://fantom.foundation/fantom-research-papers/,https://whitepaper.io/document/438/fantom-whitepaper
52,23095,Bonk,BONK,bonk1,424,2022-12-30T06:58:50.000Z,"['memes', 'solana-ecosystem', 'doggone-doggerel', 'dwf-labs-portfolio', 'cmc-crypto-awards-2024']",,67867142627216.08,93036540893196.6,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1151CB3d861920e07a38e03eEAd12C32178567F6'}",53,67867142637216.08,1932858488.1156297,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 2.8480033385930625e-05, 'volume_24h': 370643889.2577579, 'volume_change_24h': -37.8341, 'percent_change_1h': 0.20430043, 'percent_change_24h': 1.22684986, 'percent_change_7d': -15.81772347, 'percent_change_30d': 15.81238157, 'percent_change_60d': 28.22825574, 'percent_change_90d': -11.87471411, 'market_cap': 1932858487.8308294, 'market_cap_dominance': 0.0761, 'fully_diluted_market_cap': 2649683790.75, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://assets-global.website-files.com/63d9862f53dc8e65d16eb0e0/63de6fb910d0b94a933c4a2f_BONK-PAPER-040223.pdf,https://assets-global.website-files.com/63d9862f53dc8e65d16eb0e0/63de6fb910d0b94a933c4a2f_BONK-PAPER-040223.pdf
53,8425,JasmyCoin,JASMY,jasmy,218,2021-02-11T00:00:00.000Z,"['iot', 'ethereum-ecosystem', 'dwf-labs-portfolio']",50000000000.0,49299999677.16958,50000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7420B4b9a0110cdC71fB720908340C03F9Bc03EC'}",54,,,,2024-06-08T19:21:00.000Z,"{'USD': {'price': 0.03900422599715523, 'volume_24h': 318048013.61103576, 'volume_change_24h': -40.9624, 'percent_change_1h': -0.8661395, 'percent_change_24h': -4.12432783, 'percent_change_7d': 9.54358001, 'percent_change_30d': 104.55841584, 'percent_change_60d': 89.20977203, 'percent_change_90d': 74.54558046, 'market_cap': 1922908329.0680022, 'market_cap_dominance': 0.0757, 'fully_diluted_market_cap': 1950211299.86, 'tvl': None, 'last_updated': '2024-06-08T19:21:00.000Z'}}",https://whitepaper.io/document/0/jasmy-whitepaper,https://www.jasmy.co.jp/images/whitepaper.pdf,https://whitepaper.io/document/0/jasmy-whitepaper
54,2416,Theta Network,THETA,theta-network,200,2018-01-17T00:00:00.000Z,"['media', 'vr-ar', 'ai-big-data', 'distributed-computing', 'collectibles-nfts', 'content-creation', 'defi', 'entertainment', 'sharing-economy', 'smart-contracts', 'video', 'metaverse', 'huobi-capital-portfolio', 'web3', 'layer-1', 'depin']",1000000000.0,1000000000.0,1000000000.0,False,,55,,,,2024-06-08T19:21:00.000Z,"{'USD': {'price': 1.9164265452262828, 'volume_24h': 26806309.02654792, 'volume_change_24h': -42.5292, 'percent_change_1h': -0.20621614, 'percent_change_24h': -3.99280481, 'percent_change_7d': -8.59035923, 'percent_change_30d': -12.0156512, 'percent_change_60d': -33.42627893, 'percent_change_90d': -41.8797133, 'market_cap': 1916426545.2262828, 'market_cap_dominance': 0.0754, 'fully_diluted_market_cap': 1916426545.23, 'tvl': None, 'last_updated': '2024-06-08T19:21:00.000Z'}}",,https://s3.us-east-2.amazonaws.com/assets.thetatoken.org/Theta-white-paper-latest.pdf?v=1553657855.509,https://s3.us-east-2.amazonaws.com/assets.thetatoken.org/Theta-white-paper-latest.pdf?v=1553657855.509
55,21159,Ondo,ONDO,ondo-finance,149,2024-01-18T12:06:25.000Z,"['ethereum-ecosystem', 'real-world-assets']",,1389759838.4783604,10000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xfAbA6f8e4a5E8Ab82F62fe7C39859FA577269BE3'}",56,1426647567.0,1861239508.0142548,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 1.3046245975999025, 'volume_24h': 207173847.3924298, 'volume_change_24h': -20.5966, 'percent_change_1h': -0.37014256, 'percent_change_24h': -0.15543869, 'percent_change_7d': -4.03650415, 'percent_change_30d': 63.1206702, 'percent_change_60d': 71.17968675, 'percent_change_90d': 120.16933422, 'market_cap': 1813114870.0353365, 'market_cap_dominance': 0.0714, 'fully_diluted_market_cap': 13046245976, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://docs.ondo.foundation/ondo-token,https://docs.ondo.foundation/ondo-token
56,4157,THORChain,RUNE,thorchain,184,2019-07-23T00:00:00.000Z,"['cosmos-ecosystem', 'decentralized-exchange-dex-token', 'defi', 'dex', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem']",,335185861.0,412906630.0,False,,57,257463288.0,1388469962.5874424,5.49539289,2024-06-08T19:21:00.000Z,"{'USD': {'price': 5.392885227922058, 'volume_24h': 202612961.32882994, 'volume_change_24h': -19.1984, 'percent_change_1h': -0.45765207, 'percent_change_24h': -3.28830388, 'percent_change_7d': -10.51947169, 'percent_change_30d': -13.47912118, 'percent_change_60d': -26.64935288, 'percent_change_90d': -36.95409452, 'market_cap': 1807618878.3952363, 'market_cap_dominance': 0.0711, 'fully_diluted_market_cap': 2226758065.44, 'tvl': 328933510.99038, 'last_updated': '2024-06-08T19:21:00.000Z'}}",https://whitepaper.io/document/709/thorchain-whitepaper,https://github.com/thorchain/Resources/tree/master/Whitepapers/THORChain/whitepaper-en.md,https://whitepaper.io/document/709/thorchain-whitepaper
57,22861,Celestia,TIA,celestia,191,2023-10-31T16:51:41.000Z,"['platform', 'modular-blockchain', 'egirl-capital-portfolio', 'data-availability', 'cmc-crypto-awards-2024']",,189481883.914211,1048438356.164211,False,"{'id': 12220, 'name': 'Osmosis', 'symbol': 'OSMO', 'slug': 'osmosis', 'token_address': 'ibc/D79E7D83AB399BFFF93433E54FAA480C191248FC556924A2A8351AE2638B3877'}",58,141043527.75,1298743059.9131448,,2024-06-08T19:21:00.000Z,"{'USD': {'price': 9.208101077953538, 'volume_24h': 89404216.67126435, 'volume_change_24h': -41.7807, 'percent_change_1h': -0.0096674, 'percent_change_24h': -3.3018728, 'percent_change_7d': -18.16636171, 'percent_change_30d': -3.74731471, 'percent_change_60d': -20.32725892, 'percent_change_90d': -43.13592792, 'market_cap': 1744768339.5231135, 'market_cap_dominance': 0.0687, 'fully_diluted_market_cap': 9654126357.56, 'tvl': None, 'last_updated': '2024-06-08T19:21:00.000Z'}}",,https://arxiv.org/abs/1905.09274,https://arxiv.org/abs/1905.09274
58,8000,Lido DAO,LDO,lido-dao,403,2020-12-15T00:00:00.000Z,"['defi', 'dao', 'three-arrows-capital-portfolio', 'paradigm-portfolio', 'arbitrum-ecosytem', 'liquid-staking-derivatives', 'optimism-ecosystem', 'standard-crypto-portfolio', 'egirl-capital-portfolio']",,893002273.6390692,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5a98fcbea516cf06857215779fd812ca3bef1b32'}",59,893002271.3590875,1727197510.3348038,0.04908002,2024-06-08T19:20:00.000Z,"{'USD': {'price': 1.9341468277635276, 'volume_24h': 116797400.05782878, 'volume_change_24h': -37.4797, 'percent_change_1h': -1.06744189, 'percent_change_24h': -2.34931127, 'percent_change_7d': -20.46062741, 'percent_change_30d': 2.93366665, 'percent_change_60d': -28.54606214, 'percent_change_90d': -40.64444075, 'market_cap': 1727197514.7446234, 'market_cap_dominance': 0.068, 'fully_diluted_market_cap': 1934146827.76, 'tvl': 35191459687.66103, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/0/lido-dao-whitepaper,https://lido.fi/static/Lido:Ethereum-Liquid-Staking.pdf,https://whitepaper.io/document/0/lido-dao-whitepaper
59,11092,Bitget Token,BGB,bitget-token-new,16,2021-07-29T00:00:00.000Z,['centralized-exchange'],2000000000.0,1400000000.0,2000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x19de6b897ed14a376dda0fe53a5420d2ac828a28'}",60,1400000000.0,1632015277.4436507,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 1.1657251981740362, 'volume_24h': 55477078.97543202, 'volume_change_24h': -41.6864, 'percent_change_1h': 0.00173444, 'percent_change_24h': 0.94200002, 'percent_change_7d': -19.0228163, 'percent_change_30d': 6.16902601, 'percent_change_60d': -10.31281474, 'percent_change_90d': 34.13257752, 'market_cap': 1632015277.4436507, 'market_cap_dominance': 0.0642, 'fully_diluted_market_cap': 2331450396.35, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,,
60,23254,Core,CORE,core-dao,65,2023-02-08T12:26:11.000Z,[],2100000000.0,892219099.638974,2100000000.0,False,,61,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 1.7032309281360347, 'volume_24h': 95694445.1676855, 'volume_change_24h': -10.1964, 'percent_change_1h': -0.11708913, 'percent_change_24h': -0.61574343, 'percent_change_7d': -12.80072071, 'percent_change_30d': 3.8601841, 'percent_change_60d': -28.04079294, 'percent_change_90d': 142.94275543, 'market_cap': 1519655165.1787868, 'market_cap_dominance': 0.0598, 'fully_diluted_market_cap': 3576784949.09, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://docs.coredao.org/core-white-paper-v1.0.5/,https://docs.coredao.org/core-white-paper-v1.0.5/
61,28177,Pyth Network,PYTH,pyth-network,240,2023-11-20T09:42:13.000Z,"['oracles', 'solana-ecosystem']",,3624988956.012308,9999988956.012308,False,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'HZ1JovNiVvGrGNiiYvEozEVgZ58xaU3RKwX8eACQBCt3'}",62,1500000000.0,627978271.1572632,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 0.4186521807715088, 'volume_24h': 166376845.3604628, 'volume_change_24h': -33.1751, 'percent_change_1h': -0.51641662, 'percent_change_24h': -0.30648593, 'percent_change_7d': 2.785304, 'percent_change_30d': -13.01707593, 'percent_change_60d': -46.86875285, 'percent_change_90d': -46.59260162, 'market_cap': 1517609531.7071877, 'market_cap_dominance': 0.0597, 'fully_diluted_market_cap': 4186517184.13, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://pyth.network/whitepaper_v2.pdf,https://pyth.network/whitepaper_v2.pdf
62,3773,Fetch.ai,FET,fetch,320,2019-03-02T00:00:00.000Z,"['cosmos-ecosystem', 'ai-big-data', 'collectibles-nfts', 'iot', 'binance-launchpad', 'web3', 'injective-ecosystem', 'generative-ai', 'dwf-labs-portfolio']",,848193895.9129184,2630547141.0,False,,63,1054456327.0,1849096720.558881,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 1.753601996793634, 'volume_24h': 221560333.98823038, 'volume_change_24h': -36.766, 'percent_change_1h': 1.1276633, 'percent_change_24h': -2.57833143, 'percent_change_7d': -16.32865836, 'percent_change_30d': -21.87238537, 'percent_change_60d': -32.17696404, 'percent_change_90d': -37.53872475, 'market_cap': 1487394509.5410657, 'market_cap_dominance': 0.0585, 'fully_diluted_market_cap': 4612932719.12, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",https://whitepaper.io/document/447/fetch-whitepaper,https://www.dropbox.com/s/gxptsecwdl3jjtn/David%20Minarsch%20-%202021-04-26%2010.34.17%20-%20paper_21_finalversion.pdf?dl=0,https://whitepaper.io/document/447/fetch-whitepaper
63,22691,Starknet,STRK,starknet-token,134,2024-02-20T12:19:19.000Z,"['zero-knowledge-proofs', 'dapp', 'ethereum-ecosystem', 'layer-2', 'rollups']",10000000000.0,1300311845.0,10000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xCa14007Eff0dB1f8135f4C25B34De49AB0d42766'}",64,1140483200.0,1286606487.9665082,,2024-06-08T19:21:00.000Z,"{'USD': {'price': 1.1281240161770978, 'volume_24h': 151337648.74772045, 'volume_change_24h': -36.6957, 'percent_change_1h': -0.9223922, 'percent_change_24h': -4.18206776, 'percent_change_7d': -3.54599888, 'percent_change_30d': -9.57708392, 'percent_change_60d': -40.51288238, 'percent_change_90d': -52.1468516, 'market_cap': 1466913020.8640518, 'market_cap_dominance': 0.0577, 'fully_diluted_market_cap': 11281240161.77, 'tvl': None, 'last_updated': '2024-06-08T19:21:00.000Z'}}",,https://starknet.io/docs/,https://starknet.io/docs/
64,23149,Sei,SEI,sei,182,2023-08-14T07:35:00.000Z,"['coinbase-ventures-portfolio', 'multicoin-capital-portfolio', 'layer-1', 'jump-crypto', 'sei-ecosystem', 'parallel-evm']",,2925000000.0,10000000000.0,False,,65,,,,2024-06-08T19:20:00.000Z,"{'USD': {'price': 0.5010950463891379, 'volume_24h': 169149042.60452917, 'volume_change_24h': -10.0631, 'percent_change_1h': -0.51822956, 'percent_change_24h': -0.38532481, 'percent_change_7d': 1.73131946, 'percent_change_30d': -4.95498364, 'percent_change_60d': -26.39939115, 'percent_change_90d': -42.09861575, 'market_cap': 1465703010.6882284, 'market_cap_dominance': 0.0577, 'fully_diluted_market_cap': 5010950463.89, 'tvl': None, 'last_updated': '2024-06-08T19:20:00.000Z'}}",,https://github.com/sei-protocol/sei-chain/blob/main/whitepaper/Sei_Whitepaper.pdf,https://github.com/sei-protocol/sei-chain/blob/main/whitepaper/Sei_Whitepaper.pdf
